accession	description
"GCA_017514105.1"	"ASM1751410v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017514195.1"	"ASM1751419v1 assembly for Bacillota bacterium"
"GCA_017514385.1"	"ASM1751438v1 assembly for Erysipelotrichaceae bacterium"
"GCA_017514415.1"	"ASM1751441v1 assembly for Methanobrevibacter sp."
"GCA_017514485.1"	"ASM1751448v1 assembly for Bacillota bacterium"
"GCA_017514585.1"	"ASM1751458v1 assembly for Bacillus sp. (in: firmicutes)"
"GCA_017514605.1"	"ASM1751460v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017514615.1"	"ASM1751461v1 assembly for Clostridia bacterium"
"GCA_017514645.1"	"ASM1751464v1 assembly for Solobacterium sp."
"GCA_017514665.1"	"ASM1751466v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017514675.1"	"ASM1751467v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017514685.1"	"ASM1751468v1 assembly for Clostridia bacterium"
"GCA_017514785.1"	"ASM1751478v1 assembly for Eubacterium sp."
"GCA_017514805.1"	"ASM1751480v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017514815.1"	"ASM1751481v1 assembly for Oceanobacillus sp."
"GCA_017514845.1"	"ASM1751484v1 assembly for Lachnospiraceae bacterium"
"GCA_017514865.1"	"ASM1751486v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017514885.1"	"ASM1751488v1 assembly for Lachnospiraceae bacterium"
"GCA_017514905.1"	"ASM1751490v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017514915.1"	"ASM1751491v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017514965.1"	"ASM1751496v1 assembly for Methanobrevibacter sp."
"GCA_017514975.1"	"ASM1751497v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017515005.1"	"ASM1751500v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017515025.1"	"ASM1751502v1 assembly for Methanobrevibacter sp."
"GCA_017515045.1"	"ASM1751504v1 assembly for Lachnospiraceae bacterium"
"GCA_017515065.1"	"ASM1751506v1 assembly for Lactococcus sp."
"GCA_017523945.1"	"ASM1752394v1 assembly for Erysipelotrichaceae bacterium"
"GCA_017524085.1"	"ASM1752408v1 assembly for Eubacterium sp."
"GCA_017524115.1"	"ASM1752411v1 assembly for Treponema sp."
"GCA_017524245.1"	"ASM1752424v1 assembly for Prevotella sp."
"GCA_017524305.1"	"ASM1752430v1 assembly for bacterium"
"GCA_017524325.1"	"ASM1752432v1 assembly for Bacteroidales bacterium"
"GCA_017524345.1"	"ASM1752434v1 assembly for Bacillota bacterium"
"GCA_017524365.1"	"ASM1752436v1 assembly for Lachnospiraceae bacterium"
"GCA_017524385.1"	"ASM1752438v1 assembly for Prevotella sp."
"GCA_017524425.1"	"ASM1752442v1 assembly for Prevotella sp."
"GCA_017524445.1"	"ASM1752444v1 assembly for Clostridia bacterium"
"GCA_017524495.1"	"ASM1752449v1 assembly for Bacillota bacterium"
"GCA_017524525.1"	"ASM1752452v1 assembly for Alphaproteobacteria bacterium"
"GCA_017525435.1"	"ASM1752543v1 assembly for Victivallales bacterium"
"GCA_017525455.1"	"ASM1752545v1 assembly for Paludibacteraceae bacterium"
"GCA_017525475.1"	"ASM1752547v1 assembly for Kiritimatiellia bacterium"
"GCA_017525565.1"	"ASM1752556v1 assembly for Bacteroidales bacterium"
"GCA_017525605.1"	"ASM1752560v1 assembly for Treponema sp."
"GCA_017525635.1"	"ASM1752563v1 assembly for Alphaproteobacteria bacterium"
"GCA_017525755.1"	"ASM1752575v1 assembly for Lachnospiraceae bacterium"
"GCA_017535575.1"	"ASM1753557v1 assembly for Lentisphaeria bacterium"
"GCA_017535625.1"	"ASM1753562v1 assembly for Clostridia bacterium"
"GCA_017535635.1"	"ASM1753563v1 assembly for Oscillospiraceae bacterium"
"GCA_017535665.1"	"ASM1753566v1 assembly for Bacteroidales bacterium"
"GCA_017535705.1"	"ASM1753570v1 assembly for Kiritimatiellia bacterium"
"GCA_017535725.1"	"ASM1753572v1 assembly for Bacteroidaceae bacterium"
"GCA_017535925.1"	"ASM1753592v1 assembly for Selenomonadaceae bacterium"
"GCA_017535935.1"	"ASM1753593v1 assembly for Bacteroidales bacterium"
"GCA_017535945.1"	"ASM1753594v1 assembly for Lachnospiraceae bacterium"
"GCA_017536005.1"	"ASM1753600v1 assembly for Bacteroidaceae bacterium"
"GCA_017536025.1"	"ASM1753602v1 assembly for bacterium"
"GCA_017536065.1"	"ASM1753606v1 assembly for Bacteroidaceae bacterium"
"GCA_017536085.1"	"ASM1753608v1 assembly for Lachnospiraceae bacterium"
"GCA_017536105.1"	"ASM1753610v1 assembly for Ruminococcus sp."
"GCA_017536125.1"	"ASM1753612v1 assembly for Kiritimatiellia bacterium"
"GCA_017539025.1"	"ASM1753902v1 assembly for Erysipelotrichaceae bacterium"
"GCA_017539045.1"	"ASM1753904v1 assembly for Bacteroidales bacterium"
"GCA_017539065.1"	"ASM1753906v1 assembly for Methanobrevibacter sp."
"GCA_017539085.1"	"ASM1753908v1 assembly for Clostridia bacterium"
"GCA_017539105.1"	"ASM1753910v1 assembly for Erysipelotrichaceae bacterium"
"GCA_017539145.1"	"ASM1753914v1 assembly for Bacteroidales bacterium"
"GCA_017539165.1"	"ASM1753916v1 assembly for Eubacterium sp."
"GCA_017539175.1"	"ASM1753917v1 assembly for Clostridia bacterium"
"GCA_017539205.1"	"ASM1753920v1 assembly for Bacteroidales bacterium"
"GCA_017539215.1"	"ASM1753921v1 assembly for Clostridia bacterium"
"GCA_017542905.1"	"ASM1754290v1 assembly for Bacteroidales bacterium"
"GCA_017542915.1"	"ASM1754291v1 assembly for Paludibacteraceae bacterium"
"GCA_017542945.1"	"ASM1754294v1 assembly for Clostridia bacterium"
"GCA_017542965.1"	"ASM1754296v1 assembly for Loktanella sp."
"GCA_017542975.1"	"ASM1754297v1 assembly for Candidatus Methanomethylophilaceae archaeon"
"GCA_017543005.1"	"ASM1754300v1 assembly for Solobacterium sp."
"GCA_017543025.1"	"ASM1754302v1 assembly for Solobacterium sp."
"GCA_017543045.1"	"ASM1754304v1 assembly for Treponema sp."
"GCA_017543065.1"	"ASM1754306v1 assembly for Oscillospiraceae bacterium"
"GCA_017543085.1"	"ASM1754308v1 assembly for Oscillospiraceae bacterium"
"GCA_017543095.1"	"ASM1754309v1 assembly for Clostridia bacterium"
"GCA_017543125.1"	"ASM1754312v1 assembly for Paludibacteraceae bacterium"
"GCA_017543165.1"	"ASM1754316v1 assembly for Victivallales bacterium"
"GCA_017543175.1"	"ASM1754317v1 assembly for Bacteroidaceae bacterium"
"GCA_017543205.1"	"ASM1754320v1 assembly for Alphaproteobacteria bacterium"
"GCA_017543225.1"	"ASM1754322v1 assembly for Oscillospiraceae bacterium"
"GCA_017543245.1"	"ASM1754324v1 assembly for Bacteroidales bacterium"
"GCA_017543265.1"	"ASM1754326v1 assembly for Bacillota bacterium"
"GCA_017543275.1"	"ASM1754327v1 assembly for Lachnospiraceae bacterium"
"GCA_017543285.1"	"ASM1754328v1 assembly for Clostridia bacterium"
"GCA_017543325.1"	"ASM1754332v1 assembly for Lachnospiraceae bacterium"
"GCA_017543335.1"	"ASM1754333v1 assembly for Ruminococcus sp."
"GCA_017543365.1"	"ASM1754336v1 assembly for Opitutales bacterium"
"GCA_017543375.1"	"ASM1754337v1 assembly for Thermoguttaceae bacterium"
"GCA_017543405.1"	"ASM1754340v1 assembly for Lachnospiraceae bacterium"
"GCA_017543415.1"	"ASM1754341v1 assembly for Eubacterium sp."
"GCA_017548935.1"	"ASM1754893v1 assembly for Spirochaetales bacterium"
"GCA_017548945.1"	"ASM1754894v1 assembly for Bacteroidales bacterium"
"GCA_017548985.1"	"ASM1754898v1 assembly for Bacteroidales bacterium"
"GCA_017549005.1"	"ASM1754900v1 assembly for Ruminococcus sp."
"GCA_017549025.1"	"ASM1754902v1 assembly for Treponema sp."
"GCA_017549035.1"	"ASM1754903v1 assembly for Phascolarctobacterium sp."
"GCA_017549125.1"	"ASM1754912v1 assembly for Oscillospiraceae bacterium"
"GCA_017549145.1"	"ASM1754914v1 assembly for Bacteroidales bacterium"
"GCA_017549165.1"	"ASM1754916v1 assembly for Alphaproteobacteria bacterium"
"GCA_017549205.1"	"ASM1754920v1 assembly for Clostridia bacterium"
"GCA_017549225.1"	"ASM1754922v1 assembly for Clostridia bacterium"
"GCA_017549235.1"	"ASM1754923v1 assembly for Muribaculaceae bacterium"
"GCA_017549265.1"	"ASM1754926v1 assembly for Clostridia bacterium"
"GCA_017549285.1"	"ASM1754928v1 assembly for Clostridia bacterium"
"GCA_017549305.1"	"ASM1754930v1 assembly for Bacillota bacterium"
"GCA_017557045.1"	"ASM1755704v1 assembly for Bacteroidaceae bacterium"
"GCA_017557065.1"	"ASM1755706v1 assembly for Spirochaetia bacterium"
"GCA_017557085.1"	"ASM1755708v1 assembly for Verrucomicrobiota bacterium"
"GCA_017557095.1"	"ASM1755709v1 assembly for Victivallales bacterium"
"GCA_017557215.1"	"ASM1755721v1 assembly for Fibrobacter sp."
"GCA_017557265.1"	"ASM1755726v1 assembly for Oscillospiraceae bacterium"
"GCA_017557285.1"	"ASM1755728v1 assembly for Muribaculaceae bacterium"
"GCA_017557305.1"	"ASM1755730v1 assembly for Bacteroidales bacterium"
"GCA_017557325.1"	"ASM1755732v1 assembly for Bacteroidales bacterium"
"GCA_017557345.1"	"ASM1755734v1 assembly for Paludibacteraceae bacterium"
"GCA_017557365.1"	"ASM1755736v1 assembly for Clostridia bacterium"
"GCA_017557385.1"	"ASM1755738v1 assembly for Muribaculaceae bacterium"
"GCA_017557405.1"	"ASM1755740v1 assembly for Prevotella sp."
"GCA_017557425.1"	"ASM1755742v1 assembly for Muribaculaceae bacterium"
"GCA_017557435.1"	"ASM1755743v1 assembly for Pseudobutyrivibrio sp."
"GCA_017557605.1"	"ASM1755760v1 assembly for Salinivirgaceae bacterium"
"GCA_017557625.1"	"ASM1755762v1 assembly for Muribaculaceae bacterium"
"GCA_017557635.1"	"ASM1755763v1 assembly for Bacteroidaceae bacterium"
"GCA_017557665.1"	"ASM1755766v1 assembly for Muribaculaceae bacterium"
"GCA_017557685.1"	"ASM1755768v1 assembly for Bacteroidales bacterium"
"GCA_017557705.1"	"ASM1755770v1 assembly for Schwartzia sp. (in: firmicutes)"
"GCA_017557765.1"	"ASM1755776v1 assembly for Thermoguttaceae bacterium"
"GCA_017557785.1"	"ASM1755778v1 assembly for Salinivirgaceae bacterium"
"GCA_017557805.1"	"ASM1755780v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017557815.1"	"ASM1755781v1 assembly for Thermoguttaceae bacterium"
"GCA_017557825.1"	"ASM1755782v1 assembly for Clostridia bacterium"
"GCA_017557865.1"	"ASM1755786v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017557885.1"	"ASM1755788v1 assembly for bacterium"
"GCA_017557905.1"	"ASM1755790v1 assembly for Bacteroidaceae bacterium"
"GCA_017557925.1"	"ASM1755792v1 assembly for Alphaproteobacteria bacterium"
"GCA_017557935.1"	"ASM1755793v1 assembly for Anaerotignum sp."
"GCA_017557965.1"	"ASM1755796v1 assembly for Clostridia bacterium"
"GCA_017557975.1"	"ASM1755797v1 assembly for Phascolarctobacterium sp."
"GCA_017558005.1"	"ASM1755800v1 assembly for Kiritimatiellia bacterium"
"GCA_017558025.1"	"ASM1755802v1 assembly for Alistipes sp."
"GCA_017558035.1"	"ASM1755803v1 assembly for Bacteroidaceae bacterium"
"GCA_017558065.1"	"ASM1755806v1 assembly for Paludibacteraceae bacterium"
"GCA_017558085.1"	"ASM1755808v1 assembly for Clostridia bacterium"
"GCA_017558105.1"	"ASM1755810v1 assembly for Clostridia bacterium"
"GCA_017563185.1"	"ASM1756318v1 assembly for Kiritimatiellia bacterium"
"GCA_017563195.1"	"ASM1756319v1 assembly for Clostridia bacterium"
"GCA_017563205.1"	"ASM1756320v1 assembly for Bacteroidales bacterium"
"GCA_017614455.1"	"ASM1761445v1 assembly for Lachnospiraceae bacterium"
"GCA_017614465.1"	"ASM1761446v1 assembly for Bacteroidaceae bacterium"
"GCA_017614495.1"	"ASM1761449v1 assembly for Clostridia bacterium"
"GCA_017614505.1"	"ASM1761450v1 assembly for Selenomonadaceae bacterium"
"GCA_017614515.1"	"ASM1761451v1 assembly for Clostridiales bacterium"
"GCA_017614625.1"	"ASM1761462v1 assembly for Spirochaetales bacterium"
"GCA_017614655.1"	"ASM1761465v1 assembly for Treponema sp."
"GCA_017614665.1"	"ASM1761466v1 assembly for Lachnospiraceae bacterium"
"GCA_017614695.1"	"ASM1761469v1 assembly for Clostridia bacterium"
"GCA_017614715.1"	"ASM1761471v1 assembly for Bacteroidales bacterium"
"GCA_017614995.1"	"ASM1761499v1 assembly for Spirochaetaceae bacterium"
"GCA_017615055.1"	"ASM1761505v1 assembly for Fibrobacter sp."
"GCA_017615095.1"	"ASM1761509v1 assembly for bacterium"
"GCA_017615125.1"	"ASM1761512v1 assembly for Bacteroidaceae bacterium"
"GCA_017615135.1"	"ASM1761513v1 assembly for Bacteroidales bacterium"
"GCA_017615175.1"	"ASM1761517v1 assembly for Kiritimatiellia bacterium"
"GCA_017615215.1"	"ASM1761521v1 assembly for Clostridia bacterium"
"GCA_017615295.1"	"ASM1761529v1 assembly for Bacteroidales bacterium"
"GCA_017615315.1"	"ASM1761531v1 assembly for Paludibacteraceae bacterium"
"GCA_017615355.1"	"ASM1761535v1 assembly for Prevotella sp."
"GCA_017615405.1"	"ASM1761540v1 assembly for Clostridia bacterium"
"GCA_017615435.1"	"ASM1761543v1 assembly for Bacteroidales bacterium"
"GCA_017615535.1"	"ASM1761553v1 assembly for Clostridiales bacterium"
"GCA_017615575.1"	"ASM1761557v1 assembly for Prevotella sp."
"GCA_017615635.1"	"ASM1761563v1 assembly for Lentisphaeria bacterium"
"GCA_017615655.1"	"ASM1761565v1 assembly for Alphaproteobacteria bacterium"
"GCA_017615675.1"	"ASM1761567v1 assembly for Lachnospiraceae bacterium"
"GCA_017615685.1"	"ASM1761568v1 assembly for Bacteroidales bacterium"
"GCA_017615695.1"	"ASM1761569v1 assembly for Bacteroidaceae bacterium"
"GCA_017615755.1"	"ASM1761575v1 assembly for Clostridiales bacterium"
"GCA_017615815.1"	"ASM1761581v1 assembly for Ruminococcus sp."
"GCA_017615855.1"	"ASM1761585v1 assembly for Methanomethylophilus sp."
"GCA_017615875.1"	"ASM1761587v1 assembly for Clostridia bacterium"
"GCA_017615885.1"	"ASM1761588v1 assembly for Spirochaetaceae bacterium"
"GCA_017615935.1"	"ASM1761593v1 assembly for Lachnospiraceae bacterium"
"GCA_017615955.1"	"ASM1761595v1 assembly for Victivallales bacterium"
"GCA_017615975.1"	"ASM1761597v1 assembly for Clostridia bacterium"
"GCA_017615985.1"	"ASM1761598v1 assembly for Lachnospiraceae bacterium"
"GCA_017616015.1"	"ASM1761601v1 assembly for Alphaproteobacteria bacterium"
"GCA_017616035.1"	"ASM1761603v1 assembly for Victivallales bacterium"
"GCA_017616055.1"	"ASM1761605v1 assembly for Ruminococcus sp."
"GCA_017616075.1"	"ASM1761607v1 assembly for bacterium"
"GCA_017616095.1"	"ASM1761609v1 assembly for Paludibacteraceae bacterium"
"GCA_017616155.1"	"ASM1761615v1 assembly for Paludibacteraceae bacterium"
"GCA_017616165.1"	"ASM1761616v1 assembly for Treponema sp."
"GCA_017616195.1"	"ASM1761619v1 assembly for Clostridia bacterium"
"GCA_017620585.1"	"ASM1762058v1 assembly for Clostridia bacterium"
"GCA_017620615.1"	"ASM1762061v1 assembly for Clostridia bacterium"
"GCA_017620635.1"	"ASM1762063v1 assembly for Muribaculaceae bacterium"
"GCA_017620715.1"	"ASM1762071v1 assembly for Muribaculaceae bacterium"
"GCA_017620735.1"	"ASM1762073v1 assembly for Muribaculaceae bacterium"
"GCA_017620755.1"	"ASM1762075v1 assembly for Lachnospiraceae bacterium"
"GCA_017620795.1"	"ASM1762079v1 assembly for Clostridia bacterium"
"GCA_017620815.1"	"ASM1762081v1 assembly for Flavobacteriales bacterium"
"GCA_017620875.1"	"ASM1762087v1 assembly for Clostridia bacterium"
"GCA_017620915.1"	"ASM1762091v1 assembly for Clostridia bacterium"
"GCA_017620935.1"	"ASM1762093v1 assembly for Bacteroides sp."
"GCA_017620955.1"	"ASM1762095v1 assembly for Pseudomonas sp."
"GCA_017620975.1"	"ASM1762097v1 assembly for Lachnospiraceae bacterium"
"GCA_017620995.1"	"ASM1762099v1 assembly for Clostridia bacterium"
"GCA_017621015.1"	"ASM1762101v1 assembly for Clostridia bacterium"
"GCA_017621035.1"	"ASM1762103v1 assembly for Bacteroides sp."
"GCA_017621115.1"	"ASM1762111v1 assembly for Lachnospiraceae bacterium"
"GCA_017621135.1"	"ASM1762113v1 assembly for Alistipes sp."
"GCA_017627355.1"	"ASM1762735v1 assembly for Ruminococcus sp."
"GCA_017627365.1"	"ASM1762736v1 assembly for Bacilli bacterium"
"GCA_017627395.1"	"ASM1762739v1 assembly for Clostridia bacterium"
"GCA_017627415.1"	"ASM1762741v1 assembly for Bacteroidaceae bacterium"
"GCA_017627425.1"	"ASM1762742v1 assembly for Ruminococcus sp."
"GCA_017627455.1"	"ASM1762745v1 assembly for Bacteroidales bacterium"
"GCA_017627465.1"	"ASM1762746v1 assembly for Prevotella sp."
"GCA_017627525.1"	"ASM1762752v1 assembly for Acidaminococcaceae bacterium"
"GCA_017627535.1"	"ASM1762753v1 assembly for Anaerovibrio sp."
"GCA_017627545.1"	"ASM1762754v1 assembly for Prevotella sp."
"GCA_017627595.1"	"ASM1762759v1 assembly for Oribacterium sp."
"GCA_017627605.1"	"ASM1762760v1 assembly for Prevotella sp."
"GCA_017627635.1"	"ASM1762763v1 assembly for Prevotella sp."
"GCA_017627655.1"	"ASM1762765v1 assembly for Acidaminococcaceae bacterium"
"GCA_017627665.1"	"ASM1762766v1 assembly for Bacteroidales bacterium"
"GCA_017627695.1"	"ASM1762769v1 assembly for Treponema sp."
"GCA_017627715.1"	"ASM1762771v1 assembly for Eubacterium sp."
"GCA_017627735.1"	"ASM1762773v1 assembly for Paludibacteraceae bacterium"
"GCA_017627755.1"	"ASM1762775v1 assembly for Prevotella sp."
"GCA_017627875.1"	"ASM1762787v1 assembly for Prevotella sp."
"GCA_017627885.1"	"ASM1762788v1 assembly for Acidaminococcaceae bacterium"
"GCA_017627915.1"	"ASM1762791v1 assembly for Prevotella sp."
"GCA_017627935.1"	"ASM1762793v1 assembly for Aeriscardovia sp."
"GCA_017627955.1"	"ASM1762795v1 assembly for Bacteroidales bacterium"
"GCA_017642525.1"	"ASM1764252v1 assembly for Bacilli bacterium"
"GCA_017642535.1"	"ASM1764253v1 assembly for Bacteroidales bacterium"
"GCA_017642625.1"	"ASM1764262v1 assembly for Alphaproteobacteria bacterium"
"GCA_017645245.1"	"ASM1764524v1 assembly for Bacteroidales bacterium"
"GCA_017958845.1"	"ASM1795884v1 assembly for Clostridia bacterium"
"GCA_017958865.1"	"ASM1795886v1 assembly for Pyramidobacter sp."
"GCA_017958885.1"	"ASM1795888v1 assembly for Bacteroidaceae bacterium"
"GCA_017958895.1"	"ASM1795889v1 assembly for Alphaproteobacteria bacterium"
"GCA_017958925.1"	"ASM1795892v1 assembly for Bacilli bacterium"
"GCA_017958965.1"	"ASM1795896v1 assembly for Kiritimatiellia bacterium"
"GCA_017958985.1"	"ASM1795898v1 assembly for Bacteroidales bacterium"
"GCA_017959005.1"	"ASM1795900v1 assembly for Bacteroidales bacterium"
"GCA_017959025.1"	"ASM1795902v1 assembly for Clostridia bacterium"
"GCA_017959045.1"	"ASM1795904v1 assembly for Planctomycetota bacterium"
"GCA_017959065.1"	"ASM1795906v1 assembly for Clostridia bacterium"
"GCA_017959085.1"	"ASM1795908v1 assembly for Lachnospiraceae bacterium"
"GCA_017959095.1"	"ASM1795909v1 assembly for Bacteroidales bacterium"
"GCA_017959225.1"	"ASM1795922v1 assembly for Fibrobacter sp."
"GCA_017959235.1"	"ASM1795923v1 assembly for Lachnospiraceae bacterium"
"GCA_017959265.1"	"ASM1795926v1 assembly for Treponema sp."
"GCA_017959285.1"	"ASM1795928v1 assembly for Clostridia bacterium"
"GCA_017959305.1"	"ASM1795930v1 assembly for Lachnospiraceae bacterium"
"GCA_017959325.1"	"ASM1795932v1 assembly for Clostridiales bacterium"
"GCA_017959345.1"	"ASM1795934v1 assembly for Lachnospiraceae bacterium"
"GCA_017962585.1"	"ASM1796258v1 assembly for Bacteroidales bacterium"
"GCA_017962605.1"	"ASM1796260v1 assembly for Kiritimatiellia bacterium"
"GCA_017962665.1"	"ASM1796266v1 assembly for Bacteroidales bacterium"
"GCA_017962715.1"	"ASM1796271v1 assembly for Bacteroidales bacterium"
"GCA_017962745.1"	"ASM1796274v1 assembly for Bacilli bacterium"
"GCA_017962785.1"	"ASM1796278v1 assembly for Bacteroidales bacterium"
"GCA_017962795.1"	"ASM1796279v1 assembly for Bacteroidales bacterium"
"GCA_017962825.1"	"ASM1796282v1 assembly for Lachnospiraceae bacterium"
"GCA_017962845.1"	"ASM1796284v1 assembly for Bacteroidales bacterium"
"GCA_017962885.1"	"ASM1796288v1 assembly for Bacteroidales bacterium"
"GCA_017962925.1"	"ASM1796292v1 assembly for Bacteroidales bacterium"
"GCA_017962955.1"	"ASM1796295v1 assembly for Treponema sp."
"GCA_017962965.1"	"ASM1796296v1 assembly for Treponema sp."
"GCA_017963005.1"	"ASM1796300v1 assembly for Lachnospiraceae bacterium"
"GCA_017963085.1"	"ASM1796308v1 assembly for Bacteroidales bacterium"
"GCA_017963105.1"	"ASM1796310v1 assembly for Lentisphaeria bacterium"
"GCA_017963135.1"	"ASM1796313v1 assembly for Bacteroidales bacterium"
"GCA_017963165.1"	"ASM1796316v1 assembly for Treponema sp."
"GCA_017963185.1"	"ASM1796318v1 assembly for Pseudobutyrivibrio sp."
"GCA_017963205.1"	"ASM1796320v1 assembly for Clostridia bacterium"
"GCA_017963225.1"	"ASM1796322v1 assembly for Lachnospiraceae bacterium"
"GCA_017963285.1"	"ASM1796328v1 assembly for Bacteroidales bacterium"
"GCA_017963295.1"	"ASM1796329v1 assembly for Bacteroidales bacterium"
"GCA_017963325.1"	"ASM1796332v1 assembly for Lachnospiraceae bacterium"
"GCA_017963335.1"	"ASM1796333v1 assembly for Clostridia bacterium"
"GCA_017963345.1"	"ASM1796334v1 assembly for Bacteroidales bacterium"
